id;author;aff_id
7215385;Amala Vijaya Selvi Rajan;45
7215386;Sheng Jiang;86
7215387;J. D. Rice;180
7215388;Nicholas Ball;111
7215389;Peter Conway Humphreys;34
7215390;Christian Spevak;59
7215391;Steven Miller 0001;161
7215392;Abdulaziz Almohimeed;18
7215393;Michael Mauderer 0001;107
7215394;Jiang Duan;24
7215395;Thom Haddow;166
7215396;Matthew Gwynne;76
7215397;Qing Ming Cui;23
7215398;Rudy Matela Braquehais;124
7215399;Chun-Yu Chen;15
7215400;Ivailo M. Nedelchev;91
7215401;Watsawee Sansrimahachai;92
7215402;Oisin Mac Aodha;91
7215403;Daniel Chivers;44
7215404;Jack Oclee-Brown;102
7215405;Muhammad Aurangzeb Khan;59
7215406;Abid Thyab Jazaa;76
7215407;Prachya Boonkwan;168
7215408;Arun Chakrapani Rao;25
7215409;Vuk Janjic;137
7215410;Lei-lei Shi;188
7215411;Steven A. J. Brockie;38
7215412;James Richard Srinivasan;113
7215413;Matthew Benatan;156
7215414;Keith Darlington;70
7215415;Andrew S. Winter;111
7215416;Jianzhong Chen;86
7215417;Faycal Bouhafs;139
7215418;Sijin He;155
7215419;Martin C. Smith;79
7215420;William Lee Mitchell;77
7215421;Hina Uttam Keval;110
7215422;Seyed Keyvan Mirrazavi;192
7215423;John Gekas;41
7215424;Pawitra Chiravirakul;158
7215425;Xu Xu 0005;29
7215426;Ajab Khan;94
7215427;Navonil Mustafee;186
7215428;Matthew Richard Johnson;168
7215429;Laurence Dunn;8
7215430;Kamran Arshad;83
7215431;Donald MacDonald;46
7215432;Moray Allan;89
7215433;Fook Wai Kong;9
7215434;J. A. B. Tome;126
7215435;Rebecca Gamble;36
7215436;Mikael Berndtsson;153
7215437;Yi Wei;26
7215438;Wei Cai 0001;169
7215439;David B. Thomas;99
7215440;Andrew Toseland;166
7215441;Boris Feigin;180
7215442;Cyril Onwubiko;73
7215443;Sionade Ann Robinson;30
7215444;Mohammedsharaf Alzebdi;80
7215445;D. J. Hughes;110
7215446;Fernando Carlos Neves Pereira;187
7215447;Alistair I. Mees;145
7215448;Samuel James Aaron;78
7215449;Meng-Chang Liu;11
7215450;Bo Li 0047;2
7215451;Olubukola Oduntan;28
7215452;Baher El-Geresy;109
7215453;Jennifer Talbot;144
7215454;Kenvi Wang;3
7215455;Aminu Mohammed;107
7215456;Michalis Kapsos;7
7215457;Vu Thanh;157
7215458;Gary Wooliston;198
7215459;Andrew Jeremy Gavin Cockburn;175
7215460;L. HaKong;132
7215461;Dénes András Bisztray;158
7215462;Juanito Camilleri;2
7215463;Yu Wang 0013;149
7215464;Gang Xue;189
7215465;Ann-Marie Hughes;43
7215466;Abdulmalik Alhammad;111
7215467;Christopher Burdorf;198
7215468;Jason Aaron Edward Weston;136
7215469;Yihan Tao;25
7215470;James Simon Pascoe;49
7215471;Le Zhong;97
7215472;Naim Che Pee;183
7215473;Natalia Konstantinova;67
7215474;Emily Thomforde;154
7215475;Simon Clippingdale;177
7215476;Zaid Ahmed Said Zabanoot;13
7215477;Fahdi Kanavati;182
7215478;Julie Collins;97
7215479;David James Coulthurst;78
7215480;David John Ramsbottom;54
7215481;Ola Mahmoud;39
7215482;Malcolm Benjamin Dias;99
7215483;Shang Zheng;28
7215484;Mengxin Li;116
7215485;Robert Kinmond;195
7215486;Nestor Yurievich Miliaev;39
7215487;Aranzazu Prado Miguelez;159
7215488;Alberto Ceravolo Morandi;115
7215489;Daniel Kim Chung Chan;196
7215490;Bager Yaghoobi;16
7215491;Jonathan P. Lewis;id
7215492;Hayder Qahtan Kshash Al-Salihi;94
7215493;Grzegorz Skawinski;id
7215494;Abdullah Al-Barakati;184
7215495;Guoyi Fu;21
7215496;Andrew John Gill;109
7215497;Penelope Economou;180
7215498;Oliver Lewis;140
7215499;Jorge Leite Martins de Carvalho;179
7215500;Christopher James Hargreaves;2
7215501;J. Goodwin;99
7215502;Julio César Cortés Ríos;133
7215503;Yafan Zhao;78
7215504;Rui Neto Marinheiro;55
7215505;D. Alemozaffar;63
7215506;Nicola K. Hook;15
7215507;David John;93
7215508;Anna Philippou;112
7215509;Yuxuan Zhan;121
7215510;Salvatore Scellato;10
7215511;Tayyaba Azim;147
7215512;Spyridon Bakas;139
7215513;Wei Chen 0053;105
7215514;John Monk;63
7215515;Iker Elorza;16
7215516;Michel Lecours;127
7215517;Máire McLoone;156
7215518;Lorenzo Sommaruga;191
7215519;Eric Kerfoot;91
7215520;Niall Rooney;55
7215521;Marcio Rocha;141
7215522;C. P. Price;35
7215523;Matthew Orlinski;28
7215524;Judith Y. Aston;165
7215525;Sharon Michelle Young;62
7215526;William John Woollard;9
7215527;Andrew Chinery;91
7215528;Wil O. C. Ward;161
7215529;Ian van der Linde;107
7215530;Simon Burton;123
7215531;Emsaieb Geepalla;67
7215532;Andrew David Moss;115
7215533;Cerian E. Jones;15
7215534;Ivor P. Page;75
7215535;Hugo Gravato Marques;189
7215536;Yossi Borenstein;16
7215537;Mary Bernadette Stuart;178
7215538;Yibing Li;171
7215539;Sanjay Bilakhia;53
7215540;Dayang Rohaya Awang Rambli;14
7215541;Mark Law;45
7215542;Paolo Besana;28
7215543;Chidozie Mgbemena;71
7215544;James Hawthorne;12
7215545;Annabel Marie Latham;90
7215546;Ah-long Foo;87
7215547;Peter M. Will;33
7215548;Iain Mann;110
7215549;Olga Zubko;126
7215550;Chao Yang 0020;77
7215551;Kyle J. S. White;155
7215552;Martin John Leigh;77
7215553;Laurence Robert Tratt;196
7215554;Talal Ashraf Butt;49
7215555;L. T. Shafe;15
7215556;Alexander Menk;80
7215557;Marius H. Braun;154
7215558;Ke Yang 0001;21
7215559;Bita Shadgar;32
7215560;Jack Whitham;83
7215561;Daniel Jones 0004;85
7215562;Luo Mai;119
7215563;Douglas Andrew Chin;142
7215564;Jonathan James Trinder;45
7215565;Wei-Chih Huang 0001;143
7215566;G. A. M. Ikekeonwu;167
7215567;Mohd Rizuan Baharon;123
7215568;KangWoo Lee;28
7215569;Hilal M. Yousif;106
7215570;Hakan Duman;172
7215571;Haris Aziz 0001;133
7215572;Robin Collier;143
7215573;Foteini Katsarou;158
7215574;Zhiyong Zhang 0004;6
7215575;Sebastian Hunt;105
7215576;Dongjoe Shin;31
7215577;David Julian Oziem;149
7215578;Jian Guan;159
7215579;Matthew Jeoffroy;65
7215580;Adrian Wright;112
7215581;Kisuh Ahn;182
7215582;Philip Gooch;145
7215583;Lucia Rapanotti;96
7215584;Jorge David Gonzalez Paule;93
7215585;Pavel Rybin;126
7215586;Badr Al-Johar;107
7215587;Kurt Debattista;134
7215588;Andrew Philip Waters;11
7215589;Martin Petkov Ruskov;25
7215590;Christopher Novakovic;140
7215591;Michael Tanner;18
7215592;Ian Miguel;144
7215593;Vasilios S. Lazarou;99
7215594;Anthony John Milbourn;17
7215595;Andreas Distler;23
7215596;Roman V. Belavkin;82
7215597;I. Choudhury;78
7215598;Francisco Javier Macias;22
7215599;Trien Do Van;36
7215600;Asli Eyecioglu Ozmutlu;133
7215601;Yaser Alosefer;106
7215602;Yang Zhang 0007;76
7215603;Karl Bruno Surmacz;131
7215604;Charles Ikerionwu;27
7215605;Eric Schneider;148
7215606;Mark Graham;72
7215607;Sharadha Kariyawasam;67
7215608;Blesson Varghese;117
7215609;Juan Jim Tan;162
7215610;Joao Moreno Colaco Geada;42
7215611;Simon John Farley;4
7215612;Stephen Adams 0002;19
7215613;Muhammad Shafi;15
7215614;Gareth Alun Evans;15
7215615;T. Anderson;159
7215616;Weinan Zhang 0001;14
7215617;Bernardo Silva Carmo;4
7215618;Mohammed Hosni Odeh;73
7215619;Shahzaib Tahir;28
7215620;Xibei Jia;11
7215621;Murray Cole;117
7215622;Colin Atkinson 0002;146
7215623;A. R. Clare;112
7215624;Casper Find Andersen;61
7215625;Yan Su;198
7215626;Mozhgan K. Chimeh;166
7215627;Clement Creusot;23
7215628;Scott Sherwood;51
7215629;Nikolas Anastasiou;199
7215630;Xuejian Wang;44
7215631;Aphrodite Tsalgatidou;112
7215632;Andrea Varga;120
7215633;Ricardo Santos Morla;161
7215634;Jessica Wardlaw;74
7215635;Jose Antonio dos Santos Fonseca;61
7215636;Shell Ying Huang;127
7215637;Hashim Yaqub;57
7215638;Saeed Dehnadi;124
7215639;Anthony V. W. Smith;65
7215640;Eric James Nichols;113
7215641;Ziheng Zhou;101
7215642;Polla Fattah;189
7215643;Eugene P. Ryan;148
7215644;Christopher Richardson;144
7215645;William M. Webberley;168
7215646;D. Allsopp;173
7215647;Syed Asad Ali Naqvi;189
7215648;Darran F. Milne;161
7215649;Mark Collins;22
7215650;Odétúnjí Àjàdí Odéjobí;183
7215651;David Paul Kaye;92
7215652;Mark Brian Dixon;174
7215653;M. K. Mirza;120
7215654;Bong Kyo Moon;57
7215655;Luo Sun;68
7215656;Tiberiu S. Chis;96
7215657;Adel Alkhalil;154
7215658;Arnaud Autret;173
7215659;Yuanjing Shi;172
7215660;Richard Power;4
7215661;Stavros Petridis;45
7215662;Haya Almagwashi;128
7215663;Abdullah M. S. Alaraj;144
7215664;Darren Dalcher;124
7215665;Ahmed Al-Riyami;177
7215666;Jingping Song;131
7215667;Shouyong Jiang;105
7215668;Oliver Bates;104
7215669;C. P. Meletis;7
7215670;Ahmad John Reeves;5
7215671;Hongchuan Yu;133
7215672;Stephen Panayiotou;179
7215673;Grigorios Loukides;33
7215674;Omer Qadir;38
7215675;Mohammed Ahmed Muharram;88
7215676;Siti Ahmad;156
7215677;Kefeng Li;15
7215678;John Williamson;13
7215679;Michael Pengelly;id
7215680;Joanna Katherine Brook;31
7215681;Mark Selby;100
7215682;D. Goswami;161
7215683;Lee W. Howes;33
7215684;Konstantinos Papadopoulos;40
7215685;Sam Joseph Gilbert;127
7215686;Katherine Elizabeth Barr;43
7215687;L. Gregory;67
7215688;Jamal Mustafa Al-Tuwarijari;163
7215689;Philip David Smart;44
7215690;Basem Y. Alkazemi;61
7215691;Sokyna M. S. Al-Qatawneh;121
7215692;Harco Leslie Hendric Spits Warnars;9
7215693;Usman Nasir;155
7215694;R. D. H. Walker;89
7215695;Marco Volino;53
7215696;Alastair F. Donaldson;171
7215697;Christian Bannister;196
7215698;Martin Dittus;73
7215699;Jack Greenhalgh;28
7215700;Stephen Kell;89
7215701;Romanos Charitopoulos;19
7215702;Matthew R. Karlsen;54
7215703;Wan Amir Fuad Wajdi Othman;104
7215704;Colin J. Archibald;174
7215705;Dimosthenis A. Karatzas;106
7215706;Jose Rojas;20
7215707;Matteo Bregonzio;169
7215708;Badril Abu Bakar;122
7215709;Marian Petre;190
7215710;Geeng-Neng You;39
7215711;Matthew James Munro;160
7215712;Ryuta Arisaka;70
7215713;Mischa Damian Weiss-Lijn;5
7215714;Cheng Kai;51
7215715;Mike Reeve;59
7215716;Kyriakos Koukoumpsetsos;167
7215717;Catriona Macaulay;101
7215718;Hamid Khosravi-Bardsirpour;117
7215719;Xuegang Wang;154
7215720;Ljiljana Spadavecchia;160
7215721;C. J. Davies;129
7215722;Syeda Fizzah Jilani;39
7215723;Yue Zhao 0003;21
7215724;Jean-Marc Boyle;169
7215725;Yinghui Zhang 0001;198
7215726;Menglong Ye;30
7215727;Donald Sannella;43
7215728;J. H. Tompkin;87
7215729;Abdul Razak bin Salleh;41
7215730;N. R. Tomlinson;33
7215731;Ewa Luger;118
7215732;William Harwood;81
7215733;Michael Burrows;17
7215734;Mohammad Tareq Jaber;70
7215735;Thomas Rischbeck;135
7215736;Indrek Ibrus;92
7215737;Haibin Cai;112
7215738;Stavros Nikolaou Samothrakis;140
7215739;Hatab Alsubaie;128
7215740;Andrej Ljolje;132
7215741;Andrew J. Robinson 0002;84
7215742;P. Bennetts;34
7215743;Jing Guo 0002;28
7215744;I. Al-Ani;197
7215745;Leila Senkoro;36
7215746;Allen Joseph Anie;189
7215747;Stephania Padovani;47
7215748;Michael Terence Malone;52
7215749;Laurence E. Day;188
7215750;William J. Stewart;52
7215751;Rizik Al-Sayved;194
7215752;Mark Robert Lord;126
7215753;Georgios Haritos;69
7215754;Emma McHarg;114
7215755;Firas Mohammad Khalaf Alkhaldi;168
7215756;I. C. Riches;81
7215757;Ning Zong;140
7215758;Miguel Rio;26
7215759;Colin Kok Meng Ho;33
7215760;Søren Christensen;131
7215761;Wenyuan Yu;46
7215762;Dimitrios Charitos;166
7215763;Robert W. Witty;114
7215764;Sherif Farid Fahmy;132
7215765;Vasileios Giotsas;93
7215766;Nicholas John Sales;121
7215767;K. Faith Lawrence;20
7215768;Gordon Thomas Rohrmair;45
7215769;Tamás Székely;11
7215770;Claudia Schulz 0001;129
7215771;Tzu-Hsi Song;194
7215772;Ramen Sen;166
7215773;David J. Acunzo;49
7215774;Anthony James Howard Simons;180
7215775;N. A. Marrison;20
7215776;Felix C. Waldermann;69
7215777;Stephen Walter McKeever;54
7215778;James David Laird;148
7215779;Michael Wheeler;133
7215780;Mark Nicholas Charles Rhodes;41
7215781;Paul Dowland;23
7215782;Tong Tong 0001;65
7215783;Lichao Wang;28
7215784;Omkar M. Parkhi;187
7215785;Mark Andrew James McGreevy;190
7215786;Behjat Y. M. Al-Yousuf;34
7215787;C. J. Slinn;173
7215788;Xiangyang Wang;126
7215789;Abdolbast Greede;164
7215790;Jonathan E. Higgins;171
7215791;Yogesh Raja;149
7215792;Simon P. Campion;15
7215793;John Bustard;165
7215794;Amit S. Malegaonkar;109
7215795;Maria Karam;26
7215796;Mutlaq Jalimid Alotaibi;175
7215797;Rodolfo Gómez 0001;133
7215798;Mihalis Nicolaou;168
7215799;R. A. Hassan;20
7215800;Azzam-ul Asar;167
7215801;A. Hussien;185
7215802;Galhenage Indika Udaya Shantha Perera;id
7215803;Pedro B. Vasconcelos;185
7215804;Jonathan Jacob Pastushchyn Krohn;19
7215805;Christopher John Bramwell;192
7215806;Christopher Lester;38
7215807;Ashish Tandon;195
7215808;Jing Liu 0016;188
7215809;Christiana Panayiotou;11
7215810;Yves-Laurent Kom Samo;61
7215811;Nicola Freebody;68
7215812;Ludovic Malfait;199
7215813;Patience Ebehiremen Orukpe;86
7215814;Christopher Steven Pettitt;30
7215815;A. W. Wakelin;20
7215816;Melanie M. Rudolph;27
7215817;Ching-Lai Hor;10
7215818;Matthew Thompson 0001;93
7215819;Eoghan O'Neill;181
7215820;Charles Care;122
7215821;Katarzyna Aleksiejuk;42
7215822;Reinhold Kloos;195
7215823;Dominic Edward Job;182
7215824;R. J. Lamden;158
7215825;E. S. Harrison;4
7215826;Alexander Lamaison;117
7215827;Donald Francis Ross;13
7215828;A. Norris-Sherborn;113
7215829;Sami Al-Hamdan;91
7215830;Neil Lightowler;52
7215831;Mark Jenkins;166
7215832;Parivash Ashrafi;24
7215833;A. A. Algamdi;131
7215834;Carol Barbara Franks;113
7215835;Martin Graham;185
7215836;Christopher John Purcell;65
7215837;Joseph Henry;97
7215838;Mai Alfawair;90
7215839;Miriam Backens;180
7215840;Henrik Engström;72
7215841;Rajeev Sudra;68
7215842;M. A. De Carvalho;194
7215843;Xin Sun 0012;22
7215844;Noor Hayati Hashim;82
7215845;Brian G. Tripney;42
7215846;Joshua Ellul;7
7215847;Jon Rimmer;119
7215848;Gerhard Wickler;59
7215849;Daniel James Owen;193
7215850;Andrew David Hutcheon;20
7215851;Seyed Navid Haji Mirza;51
7215852;Alda Sofia Pires de Dias Marques;14
7215853;Douglas Ealey;154
7215854;Christos Papathanassiou;196
7215855;Iain John Bate;102
7215856;A. K. Kochhar;34
7215857;Peyman Behbahani;14
7215858;Ling Zheng;36
7215859;M. Darmi;72
7215860;Muaz A. Niazi;19
7215861;Yasser Muhammad Naguib Sabtan;199
7215862;Robert Spencer;80
7215863;C. K. Bright;171
7215864;Di Cai;38
7215865;Oswald Aldrian;1
7215866;Hugo Carr;129
7215867;I. M. Hamlet;163
7215868;C. Conn;78
7215869;David Cabanis;24
7215870;Cristina Boeres;169
7215871;Ahmed A. Al Khateeb;136
7215872;Dylan Clarke;135
7215873;Khaled Sobaihi;121
7215874;Stephen Flavell;161
7215875;Kai-Pin Tung;167
7215876;Miao Kang;127
7215877;Lutz H. Hamel;123
7215878;Mojdeh Amani;29
7215879;Mobolaji Akinola;31
7215880;Ray Waddington;139
7215881;S. A. Hale-Ross;124
7215882;Dimane Mpoeleng;113
7215883;Florian Schroff;145
7215884;Gavin Sim;69
7215885;Ioannis Tsalamanis;131
7215886;Kenneth J. McGarry;169
7215887;Mohamed Osama El-Giar;146
7215888;Pejman Mirza-Babaei;32
7215889;Mbou Eyole-Monono;108
7215890;Ossama Hashem Khamis Embarak;98
7215891;Vasilios Pasias;7
7215892;Maura Beth Paterson;186
7215893;L. D. Burrow;97
7215894;Bo Wang 0034;93
7215895;Asia Al-Karkhi;93
7215896;Diane Meehan;150
7215897;Ahmed Kattan;79
7215898;Janan Abdulsattar Mustafa;172
7215899;R. C. Hook;43
7215900;Yuke Ma;83
7215901;Khalid Almohammadi;63
7215902;Patrick J. McParland;23
7215903;Alysia Skilton;99
7215904;Yasser Mohammed Alghurabi;68
7215905;Julia Anne Dain;77
7215906;N. J. Davies;98
7215907;L. M. Popovic;57
7215908;Jane Terry;7
7215909;Gerhard Deon Oosthuizen;132
7215910;Leonardo Badino;175
7215911;Ines Marusic;120
7215912;Giannis Piveropoulos;176
7215913;Alan C. Y. Wong;19
7215914;Mindaugas Gapsevicius;123
7215915;Yanxia Zhang;86
7215916;Peter E. Lauer;101
7215917;Timothy S. Butler;124
7215918;Richard B. P. Burrows;53
7215919;Vincent Zammit;105
7215920;Rabinder Lee;166
7215921;Supakorn Prungsinchai;141
7215922;R. Al-Shabandar;5
7215923;Eman S. Al-Abri;65
7215924;Víctor Manuel Zamudio Rodríguez;195
7215925;Aleks Kissinger;56
7215926;Syed Izhar Hussain Zaidi;133
7215927;Jakub Marecek;160
7215928;Roger William Stephen Hale;21
7215929;Ivaylo Hristakiev;153
7215930;Corinna Julia Elsenbroich;185
7215931;Ian Jason;32
7215932;Kitty Shuk-Yee Hung;188
7215933;Howell O. Istance;116
7215934;Markos Papadonikolakis;90
7215935;Jonathan M. Sandford;58
7215936;Abeer Alnuaim;18
7215937;M. D. Simmons;191
7215938;Richard Michael Bentley;92
7215939;Alexander Bolotov;165
7215940;Kenz Amhmed Bozed;100
7215941;B. A. Huckle;186
7215942;Sergio A. S. Moraes;78
7215943;Danielle Kaminski;160
7215944;Xun Dong;101
7215945;Hanaa A. Aldahawi;132
7215946;James Kelly;58
7215947;Craig Robinson;2
7215948;Andre Soares Monat;123
7215949;Eric Agyei-Bekoe;51
7215950;Chengwei Dai;171
7215951;Asma Ounnas;162
7215952;Rashid Ali Khan;19
7215953;Philip David Tetlow;87
7215954;Matthew Horridge;123
7215955;Simon Ogg;20
7215956;Stephen Hitchman;175
7215957;Alvaro Adolfo Antunes Fernandes;187
7215958;Richard Alexander Hayden;160
7215959;Leilei Li;120
7215960;Fleur Liane Williams;95
7215961;Mark Green;52
7215962;Craig John Saunders;188
7215963;Horacio González-Vélez;128
7215964;Duncan Peter Frost;178
7215965;Imran Sheikh 0001;36
7215966;A.-N. S. Abo-Rezeq;6
7215967;Yuanping Xu;104
7215968;Kleopatra Chatziprimou;191
7215969;Jinfu Wang 0001;49
7215970;Mark Eric Wiegand;19
7215971;Muhammad Shakir Hussain;7
7215972;Alastair Colin Murray;20
7215973;Gary John Phythian;100
7215974;Alastair Hampshire;179
7215975;B. B. Khan;171
7215976;Kent Tsz Kan Cheung;155
7215977;Ann Reddipogu;66
7215978;Oded Tal;110
7215979;Ammar Al-Dallal;8
7215980;Paul Rauwolf;158
7215981;Andrew Zammit Mangion;17
7215982;Vitaly Teterin;94
7215983;Samar Khadrah;197
7215984;Lorna McKnight;24
7215985;Paul R. McWhirter;173
7215986;Robert Eurig Mitchelmore;155
7215987;Wichit Sombat;101
7215988;Helen Bakhsh;149
7215989;Ali Khajeh-Hosseini;10
7215990;Guillaume Raynaud;133
7215991;Stuart M. Wheater;147
7215992;Haiyan Xiong;34
7215993;Xiaofei Du;90
7215994;Gavin John Doherty;191
7215995;Carina Frota Alves;30
7215996;Evan Benjamin Thompson;15
7215997;Eva Banik;80
7215998;David Ian Wyatt;70
7215999;Dai-Il Kim;36
7216000;D. T. Dalzell;93
7216001;Stuart Pullinger;137
7216002;Hesham A. Elzouka;157
7216003;Jie Shen 0008;161
7216004;Shusen Yang;142
7216005;S. G. Nikola;23
7216006;Xiaowei Zhao;122
7216007;Mohammad Al Mojamed;96
7216008;Mylene Melley;146
7216009;Lakshitha de Silva;143
7216010;Esra'a Alshdaifat;161
7216011;James Webber;107
7216012;George Craig Shering;119
7216013;Ellis Rowland Watkins;198
7216014;Nadjet Bouayad-Agha;113
7216015;Dhaifallah Alwadani;70
7216016;Xinwei Zhou;15
7216017;H. J. Williams;120
7216018;Kirsten Mhairi Sinclair;70
7216019;Sukhdev Singh Khebbal;18
7216020;Srinivas;136
7216021;Gada F. Kadoda;60
7216022;Sebastian E. Ahnert;64
7216023;Xinruo Zhang;41
7216024;Jiandong Lang;28
7216025;Philip David Coward;188
7216026;Emmanuel Brousseau;63
7216027;Mudhi Mohammed Aljamea;14
7216028;Alexander Artikis;98
7216029;Peter Matthew;63
7216030;Ali Abusnina;125
7216031;W. G. McGinley;65
7216032;Janet C. Read;37
7216033;Mian Asbat Ahmad;109
7216034;Esraa Alwan;107
7216035;Imran Askerniya;114
7216036;Jung-Wook Bang;57
7216037;Yung Kyung Park;id
7216038;Yaser Saleh;96
7216039;Stefan Pszczolkowski Parraguez;71
7216040;Aimin Zhou;22
7216041;Sonia Wilkie;179
7216042;Martin Charles Atkins;25
7216043;Siddharth Sigtia;1
7216044;Paul Alexander Aitken;158
7216045;Zacharia John Mtema;45
7216046;Ken Lomax;171
7216047;Martin James Green;51
7216048;Sarah A. Sauvé;176
7216049;R. V. Potter;33
7216050;Obinna Anya;108
7216051;Jacki O'Neill;136
7216052;Jirí Mencák;3
7216053;Georgios Ioannou;135
7216054;M. D. Harrison;41
7216055;Ian Brown;41
7216056;Alexander James Williamson;180
7216057;Dan Zhao 0003;134
7216058;Filipe Cristino;143
7216059;Michael Kevin Williams;74
7216060;Joseph James Williams;113
7216061;Jacob M. Howe;99
7216062;Jason Lines;83
7216063;Milena Yankova-Doseva;7
7216064;Amri Yusoff;120
7216065;Athanasios Papakonstantinou;148
7216066;Mabrouka Baqqar;105
7216067;Sun-Hea Choi;46
7216068;Xi Chen 0015;78
7216069;James S. Cope;29
7216070;P. Barkataki;39
7216071;Paul Sandoz;196
7216072;Theodoros Theodoridis;192
7216073;Erich Wolfgang Steiner;154
7216074;Fernando Martins Muradas;11
7216075;Denis Chekhov;68
7216076;Paul Watson 0001;158
7216077;Joop van de Pol;132
7216078;Serein Abdelmonam Alratrout;21
7216079;Brian Peach;75
7216080;P. G. Hancock;68
7216081;Tobias Anthony Marett O'Hara;154
7216082;Muhammad Asim;185
7216083;Joao H. Bettencourt-Silva;10
7216084;William J. Martin;33
7216085;Rashid J. Al-Ali;85
7216086;Christos Efstratiou;171
7216087;Michael P. Pound;63
7216088;Jinhan Kim;150
7216089;Gerard M. Blair;106
7216090;David William Roff Marsh;183
7216091;Rachel M. Jones;102
7216092;Jesper Mortensen;189
7216093;Scott F. Page;131
7216094;Simon Cooper;91
7216095;Alexandre Marcos Lins de Vasconcelos;54
7216096;Neil Hewitt;101
7216097;Leslie Ann Goldberg;64
7216098;Kamalrulnizam Abu Bakar;105
7216099;Zhihui Luo 0002;1
7216100;Soran Saeed;83
7216101;Adrian Colbrook;42
7216102;Ali Rodan;131
7216103;Nordin Abu Bakar;52
7216104;Xiaowei Zhou;146
7216105;Jan de Muijnck-Hughes;167
7216106;C. S. Buchanan;180
7216107;Mihai Burcea;52
7216108;George D. M. Ross;178
7216109;Alan Stewart;148
7216110;Greg Ross;17
7216111;Stephen Doswell;147
7216112;Christopher J. Arthurs;144
7216113;Martin Biehl;11
7216114;Pavlos Symeonidis;30
7216115;Wasifa Jamal;65
7216116;C. Y. Chan;184
7216117;An Ping Zhao;68
7216118;Austen William Rainer;170
7216119;Qammer Hussain Abbasi;37
7216120;Carl Wilhelm Rantzien Cronholm;107
7216121;Dimoklis Despotakis;25
7216122;Yulia Cherdantseva;121
7216123;Andrew M. Peacock;74
7216124;Wee Hoe Tan;67
7216125;Mark C. M. Hsieh;93
7216126;Simon J. Shum;127
7216127;Abdullatif M. Al Abdullatif;60
7216128;Owen Defries Brady;118
7216129;William Knight 0001;129
7216130;Paul Harvey 0002;81
7216131;Eleni Kaplani;79
7216132;Paul James Fox;57
7216133;Catalin Gheorghe Amza;130
7216134;Michael Philip Smith;73
7216135;Suleyman Al-Showarah;68
7216136;David J. Wilson;52
7216137;Helen Jackson;85
7216138;Shaun Howell;171
7216139;Williams A. G. Prys;161
7216140;Hector Alejandro Duran-Limon;148
7216141;Abby D. Levenberg;184
7216142;Nicholas Robert Cameron;43
7216143;Doon MacDonald;144
7216144;Christos Politis;97
7216145;Andrew Ireland;7
7216146;Mehdi Badii;152
7216147;Christophe Meudec;110
7216148;Anders Fongen;46
7216149;Amanda Peart;57
7216150;Tussanai Parthornratt;120
7216151;Nikhil Ratanje;150
7216152;Mark Sanderson;124
7216153;Claire Jones;136
7216154;Hamid Gharib;48
7216155;Chun-Wei Yeh;16
7216156;Derek John Mortimer;122
7216157;Paul Ardin;157
7216158;Chuangjie Xu;178
7216159;Andrzej Warzynski;109
7216160;Matthew J. Lovert;159
7216161;James A. Ollis;91
7216162;Rozlina Mohamed;50
7216163;Simon R. Wiseman;187
7216164;Matheos Stylianou Charalambides;106
7216165;Osama Abu-Rahmeh;101
7216166;Hing-Yin Mak;72
7216167;Etimad A. Fadel;124
7216168;Barney Stratford;186
7216169;Steinar Kristoffersen;46
7216170;Christopher Alex McLean;178
7216171;Hisham Abdel-Ghaffer Aboul-Enien;52
7216172;George Page;107
7216173;Wei Liang 0002;87
7216174;Richard Sandiford;35
7216175;Shih-Yang Chiao;60
7216176;Juan Camacho Gonzalez;34
7216177;Sam Lindley;66
7216178;Grammateia Kotsialou;92
7216179;Samuel Ross Andrews;98
7216180;Anshul Gupta;86
7216181;Reda Younsi;191
7216182;Tony Chich-Chiang Fan;3
7216183;Huong LeThanh;61
7216184;R. J. Botting;7
7216185;Anna Maria Tammaro;114
7216186;Anthony Sargeant;63
7216187;Ian Michael Dobie;15
7216188;Simon Jouet;66
7216189;R. W. Thatcher;3
7216190;Gavin John Stark;139
7216191;Daniel Edward Salt;46
7216192;Fan Jin;19
7216193;Frederick Valentine McBride;54
7216194;Judith Kelner;176
7216195;Aleksandr V. Segal;97
7216196;Jim Davies;79
7216197;Torsten Ackemann;137
7216198;Valerie Rose;93
7216199;Michalis Titsias;1
7216200;Saqer Abdel-Rahim;168
7216201;Jie Hu 0001;132
7216202;Alberto Magni;2
7216203;Temesghen Kahsai;164
7216204;Robert Askwith;35
7216205;S. T. Tei;110
7216206;Ian Ruthven;129
7216207;Andrew C. Simpson;148
7216208;D. H. Jerew;147
7216209;Matthew Timothy Patrick;49
7216210;Alan R. Newton;3
7216211;Martin Ellis;93
7216212;Min Seong Kim;4
7216213;Carlos Molina-Jiménez;85
7216214;Arthur William Mecklenburg;19
7216215;Alicja Piotrkowicz;38
7216216;Anthony John Hepple;56
7216217;I. G. Thomson;129
7216218;Alexandros Gounaropoulos;32
7216219;Kirill Bogdanov 0002;106
7216220;Abdalla Kablan;192
7216221;Roberto Leyva;113
7216222;Simon Emberton;175
7216223;Paul Baden Austin;39
7216224;Gert Westermann;155
7216225;James Humble;123
7216226;Timothy Langdon Parsons;187
7216227;James Andrew Ozment;90
7216228;Christopher John Inkpen;176
7216229;Christopher John William Townson;58
